region	GC
chr1:11300337-11300626	0.56055363321799308
chr1:11301587-11301760	0.566473988439306358
chr1:11303148-11303379	0.506493506493506494
chr1:11307659-11307812	0.50326797385620915
chr1:11307853-11308173	0.51875
chr1:11313873-11314052	0.530726256983240223
chr1:11316026-11316271	0.559183673469387755
chr1:11316967-11317244	0.552346570397111913
chr1:11318519-11318672	0.437908496732026144
chr1:11319282-11319488	0.592233009708737864
chr1:16174540-16174667	0.629921259842519685
chr1:16199288-16199653	0.493150684931506849
chr1:16200609-16200890	0.384341637010676157
chr1:16202674-16203195	0.508637236084452975
chr1:16235793-16235998	0.458536585365853659
chr1:16237573-16237818	0.391836734693877551
chr1:16242600-16242796	0.408163265306122449
chr1:16245398-16245568	0.329411764705882353
chr1:16245876-16246034	0.443037974683544304
chr1:16247342-16247500	0.386075949367088608
chr1:16248721-16248866	0.358620689655172414
chr1:16254563-16262783	0.520316301703163017
chr1:16263635-16264162	0.612903225806451613
chr1:16264284-16264523	0.610878661087866109
chr1:16265190-16265393	0.596059113300492611
chr1:16265768-16265944	0.573863636363636364
chr1:17345353-17345475	0.368852459016393443
chr1:17349080-17349247	0.550898203592814371
chr1:17350445-17350591	0.541095890410958904
chr1:17354221-17354382	0.409937888198757764
chr1:17355072-17355253	0.447513812154696133
chr1:17359532-17359662	0.392307692307692308
chr1:17371233-17371405	0.465116279069767442
chr1:17380420-17380536	0.689655172413793103
chr1:18957477-18958204	0.629986244841815681
chr1:18960774-18961054	0.632142857142857143
chr1:18961582-18961756	0.580459770114942529
chr1:18962708-18962887	0.525139664804469274
chr1:19018225-19018469	0.643442622950819672
chr1:19027124-19027334	0.657142857142857143
chr1:19029565-19029812	0.659919028340080972
chr1:19062103-19062654	0.578947368421052632
chr1:19071285-19075382	0.503783256041005614
chr1:23881000-23881120	0.683333333333333333
chr1:23884000-23884120	0.425
chr1:23885428-23885532	0.528846153846153846
chr1:23885595-23885939	0.656976744186046512
chr1:23889000-23889120	0.675
chr1:27022872-27024053	0.765453005927180356
chr1:27056119-27056376	0.57198443579766537
chr1:27057620-27058117	0.597585513078470825
chr1:27059144-27059305	0.484472049689440994
chr1:27087324-27087609	0.554385964912280702
chr1:27087852-27087986	0.559701492537313433
chr1:27088620-27088832	0.570754716981132075
chr1:27089441-27089798	0.577030812324929972
chr1:27092689-27092879	0.5
chr1:27092925-27093079	0.448051948051948052
chr1:27094258-27094512	0.503937007874015748
chr1:27097587-27097839	0.511904761904761905
chr1:27098968-27099145	0.570621468926553672
chr1:27099280-27099500	0.472727272727272727
chr1:27099814-27100009	0.610256410256410256
chr1:27100048-27100230	0.587912087912087912
chr1:27100270-27100411	0.524822695035460993
chr1:27100797-27101733	0.592948717948717949
chr1:27102045-27102220	0.508571428571428571
chr1:27105491-27107269	0.546119235095613048
chr1:36807333-36807596	0.653992395437262357
chr1:36808942-36809071	0.565891472868217054
chr1:36809438-36809602	0.628048780487804878
chr1:36809698-36809887	0.619047619047619048
chr1:36814278-36814438	0.58125
chr1:36819942-36820039	0.463917525773195876
chr1:36820784-36821056	0.580882352941176471
chr1:36823817-36824005	0.590425531914893617
chr1:36824315-36824460	0.544827586206896552
chr1:36826799-36826955	0.512820512820512821
chr1:36931674-36931823	0.47651006711409396
chr1:36931935-36932531	0.627516778523489933
chr1:36932808-36932934	0.626984126984126984
chr1:36933136-36933274	0.623188405797101449
chr1:36933400-36933585	0.643243243243243243
chr1:36933653-36933844	0.59162303664921466
chr1:36934734-36934880	0.5
chr1:36935230-36935463	0.622317596566523605
chr1:36937011-36937269	0.608527131782945736
chr1:36937644-36937762	0.601694915254237288
chr1:36937816-36938014	0.661616161616161616
chr1:36938095-36938309	0.649532710280373832
chr1:36939013-36939245	0.603448275862068965
chr1:36939342-36939510	0.595238095238095238
chr1:36940955-36941296	0.609970674486803519
chr1:36945011-36945119	0.564814814814814815
chr1:40356094-40356234	0.385714285714285714
chr1:40356394-40356534	0.342857142857142857
chr1:40356694-40356834	0.364285714285714286
chr1:40356994-40357134	0.471428571428571429
chr1:40357594-40357734	0.414285714285714286
chr1:40357894-40358034	0.307142857142857143
chr1:40358794-40358934	0.435714285714285714
chr1:40359694-40359834	0.514285714285714286
chr1:40359994-40360134	0.414285714285714286
chr1:40360894-40361034	0.464285714285714286
chr1:40361172-40361356	0.336956521739130435
chr1:40362072-40362256	0.54891304347826087
chr1:40362672-40362856	0.554347826086956522
chr1:40363021-40363664	0.53343701399688958
chr1:40363772-40363912	0.428571428571428571
chr1:40364072-40364212	0.478571428571428571
chr1:40364372-40364512	0.528571428571428571
chr1:40364672-40364812	0.478571428571428571
chr1:40364972-40365112	0.4
chr1:40365261-40366710	0.505175983436853002
chr1:40366668-40367416	0.717914438502673797
chr1:40367407-40367582	0.8
chr1:40367824-40367964	0.671428571428571429
chr1:40368124-40368264	0.528571428571428571
chr1:40368424-40368564	0.464285714285714286
chr1:40368724-40368864	0.492857142857142857
chr1:40369024-40369164	0.492857142857142857
chr1:40369924-40370064	0.421428571428571429
chr1:40370824-40370964	0.485714285714285714
chr1:40371424-40371564	0.521428571428571429
chr1:40372624-40372764	0.4
chr1:43803497-43803620	0.634146341463414634
chr1:43803747-43803924	0.564971751412429379
chr1:43804190-43804413	0.560538116591928251
chr1:43804919-43805262	0.583090379008746356
chr1:43805612-43805819	0.594202898550724638
chr1:43806035-43806206	0.514619883040935673
chr1:43812093-43812322	0.524017467248908297
chr1:43812440-43812627	0.566844919786096257
chr1:43814491-43814695	0.69607843137254902
chr1:43814911-43815052	0.624113475177304965
chr1:43817864-43817996	0.636363636363636364
chr1:43818166-43818465	0.578595317725752508
chr1:45794955-45795131	0.545454545454545455
chr1:45796165-45796251	0.546511627906976744
chr1:45796831-45797028	0.538071065989847716
chr1:45797069-45797250	0.66850828729281768
chr1:45797310-45797543	0.643776824034334764
chr1:45797672-45797780	0.62037037037037037
chr1:45797815-45798004	0.634920634920634921
chr1:45798040-45798182	0.605633802816901408
chr1:45798223-45798381	0.620253164556962025
chr1:45798412-45798528	0.612068965517241379
chr1:45798567-45798653	0.604651162790697674
chr1:45798746-45798864	0.576271186440677966
chr1:45798934-45799018	0.535714285714285714
chr1:45799062-45799297	0.59574468085106383
chr1:45800040-45800205	0.563636363636363636
chr1:45804156-45804350	0.360824742268041237
chr1:45805548-45805651	0.660194174757281553
chr1:45805625-45805809	0.695652173913043478
chr1:45805868-45805948	0.6625
chr1:46509322-46509565	0.534979423868312757
chr1:46511567-46511782	0.376744186046511628
chr1:46512200-46512319	0.453781512605042017
chr1:46521444-46521665	0.366515837104072398
chr1:46527578-46527765	0.358288770053475936
chr1:46531703-46531873	0.323529411764705882
chr1:46532560-46532785	0.408888888888888889
chr1:46543164-46543307	0.412587412587412587
chr1:46546291-46546444	0.411764705882352941
chr1:46597496-46597650	0.487012987012987013
chr1:46598348-46598439	0.769230769230769231
chr1:46641899-46642143	0.606557377049180328
chr1:46714055-46714102	0.531914893617021277
chr1:46714161-46714292	0.557251908396946565
chr1:46715649-46715813	0.493902439024390244
chr1:46724335-46724440	0.342857142857142857
chr1:46725613-46725793	0.55
chr1:46726191-46726305	0.482456140350877193
chr1:46726376-46726709	0.525525525525525526
chr1:46726910-46727079	0.485207100591715976
chr1:46733108-46733303	0.482051282051282051
chr1:46736308-46736479	0.497076023391812865
chr1:46738115-46738234	0.394957983193277311
chr1:46738321-46738496	0.485714285714285714
chr1:46739004-46739159	0.503225806451612903
chr1:46739273-46739441	0.52380952380952381
chr1:46739787-46739910	0.528455284552845528
chr1:46740187-46740411	0.522321428571428571
chr1:46743466-46743674	0.552884615384615385
chr1:46743721-46743976	0.607843137254901961
chr1:51434378-51434542	0.426829268292682927
chr1:51436018-51436191	0.514450867052023121
chr1:51437800-51437920	0.358333333333333333
chr1:51439542-51439964	0.526066350710900474
chr1:51441300-51441420	0.383333333333333333
chr1:54718172-54718233	0.704918032786885246
chr1:59245400-59245520	0.441666666666666667
chr1:59246578-59246742	0.402439024390243902
chr1:59247724-59248764	0.641346153846153846
chr1:59249678-59249842	0.60975609756097561
chr1:59250700-59250820	0.641666666666666667
chr1:65300222-65300362	0.321428571428571429
chr1:65301056-65301211	0.438709677419354839
chr1:65301758-65301920	0.407407407407407407
chr1:65303592-65303809	0.456221198156682028
chr1:65304125-65304294	0.343195266272189349
chr1:65305263-65305500	0.485232067510548523
chr1:65306905-65307044	0.424460431654676259
chr1:65307111-65307306	0.497435897435897436
chr1:65309724-65309920	0.520408163265306122
chr1:65310414-65310594	0.533333333333333333
chr1:65311173-65311345	0.476744186046511628
chr1:65312309-65312441	0.545454545454545455
chr1:65313192-65313380	0.494680851063829787
chr1:65316464-65316615	0.562913907284768212
chr1:65321169-65321403	0.57264957264957265
chr1:65323316-65323484	0.517857142857142857
chr1:65325765-65325967	0.529702970297029703
chr1:65330447-65330677	0.365217391304347826
chr1:65332526-65332913	0.40310077519379845
chr1:65334971-65335179	0.514423076923076923
chr1:65339030-65339228	0.469696969696969697
chr1:65344685-65344853	0.488095238095238095
chr1:65348937-65349180	0.539094650205761317
chr1:65351919-65351969	0.34
chr1:71873106-71873275	0.426035502958579882
chr1:72058477-72058673	0.428571428571428571
chr1:72076686-72076851	0.466666666666666667
chr1:72163668-72163844	0.369318181818181818
chr1:72241832-72242002	0.429411764705882353
chr1:72400739-72401016	0.422382671480144404
chr1:72747979-72748199	0.613636363636363636
chr1:78414428-78414481	0.377358490566037736
chr1:78414817-78415007	0.484210526315789474
chr1:78420917-78421036	0.403361344537815126
chr1:78422234-78422407	0.43930635838150289
chr1:78425846-78425970	0.483870967741935484
chr1:78426006-78426202	0.556122448979591837
chr1:78428432-78428637	0.365853658536585366
chr1:78429236-78429422	0.435483870967741935
chr1:78429724-78429869	0.379310344827586207
chr1:78429916-78430063	0.346938775510204082
chr1:78430308-78430454	0.390410958904109589
chr1:78430532-78430675	0.377622377622377622
chr1:78430730-78430937	0.400966183574879227
chr1:78432355-78432457	0.362745098039215686
chr1:78432545-78432661	0.362068965517241379
chr1:78432710-78432807	0.340206185567010309
chr1:78433288-78433372	0.321428571428571429
chr1:78433826-78433909	0.337349397590361446
chr1:78434705-78434768	0.507936507936507937
chr1:78435586-78435721	0.325925925925925926
chr1:78444546-78444710	0.615853658536585366
chr1:85733287-85733687	0.415
chr1:85736278-85736611	0.339339339339339339
chr1:85740000-85740120	0.325
chr1:85741956-85742057	0.633663366336633663
chr1:85746500-85746620	0.4
chr1:92237872-92237913	0.21951219512195122
chr1:115245083-115245223	0.35
chr1:115246283-115246423	0.321428571428571429
chr1:115248562-115248745	0.344262295081967213
chr1:115249062-115249245	0.306010928961748634
chr1:115249631-115249815	0.304347826086956522
chr1:115250062-115250245	0.322404371584699454
chr1:115250562-115250745	0.409836065573770492
chr1:115251133-115251297	0.396341463414634146
chr1:115251406-115251545	0.323741007194244604
chr1:115251975-115252115	0.342857142857142857
chr1:115252167-115252371	0.436274509803921569
chr1:115252980-115253119	0.539568345323741007
chr1:115253480-115253619	0.374100719424460432
chr1:115253980-115254119	0.51079136690647482
chr1:115254480-115254619	0.338129496402877698
chr1:115254749-115254889	0.385714285714285714
chr1:115255349-115255619	0.381481481481481481
chr1:115255980-115256119	0.53237410071942446
chr1:115256398-115256621	0.439461883408071749
chr1:115256730-115256869	0.323741007194244604
chr1:115257230-115257369	0.388489208633093525
chr1:115257499-115257639	0.335714285714285714
chr1:115258230-115258369	0.366906474820143885
chr1:115258648-115258803	0.503225806451612903
chr1:115258912-115259051	0.496402877697841727
chr1:115259390-115259573	0.617486338797814208
chr1:115260281-115260421	0.328571428571428571
chr1:115260881-115261021	0.35
chr1:115261481-115261621	0.4
chr1:117690257-117690426	0.467455621301775148
chr1:117695690-117696013	0.495356037151702786
chr1:117699173-117699565	0.46173469387755102
chr1:117712706-117712815	0.394495412844036697
chr1:117753423-117753499	0.539473684210526316
chr1:118145400-118145520	0.341666666666666667
chr1:118156000-118156120	0.45
chr1:118161100-118161220	0.416666666666666667
chr1:118165468-118166688	0.527868852459016393
chr1:118169978-118170142	0.39024390243902439
chr1:120050077-120050266	0.52380952380952381
chr1:120054103-120054312	0.507177033492822966
chr1:120056434-120057290	0.505841121495327103
chr1:120457906-120459339	0.561060711793440335
chr1:120460265-120460407	0.471830985915492958
chr1:120461006-120461198	0.510416666666666667
chr1:120461912-120462258	0.552023121387283237
chr1:120462829-120463042	0.563380281690140845
chr1:120464313-120464454	0.425531914893617021
chr1:120464836-120465091	0.509803921568627451
chr1:120465236-120465423	0.534759358288770053
chr1:120466237-120466629	0.530612244897959184
chr1:120467905-120468455	0.592727272727272727
chr1:120469099-120469256	0.503184713375796178
chr1:120471576-120471857	0.544483985765124555
chr1:120477713-120478249	0.384328358208955224
chr1:120479882-120480111	0.554585152838427948
chr1:120480457-120480655	0.515151515151515152
chr1:120483155-120483401	0.504065040650406504
chr1:120484126-120484399	0.487179487179487179
chr1:120491014-120491211	0.512690355329949239
chr1:120491607-120491771	0.445121951219512195
chr1:120493324-120493482	0.474683544303797468
chr1:120496143-120496333	0.4
chr1:120497640-120497877	0.535864978902953587
chr1:120501992-120502147	0.419354838709677419
chr1:120506174-120506452	0.503597122302158273
chr1:120508053-120508211	0.462025316455696203
chr1:120508976-120509134	0.45569620253164557
chr1:120510033-120510266	0.489270386266094421
chr1:120510677-120510877	0.515
chr1:120512111-120512389	0.543165467625899281
chr1:120529560-120529727	0.485029940119760479
chr1:149784803-149785258	0.650549450549450549
chr1:149812296-149812751	0.665934065934065934
chr1:149824194-149824649	0.665934065934065934
chr1:150549817-150549989	0.430232558139534884
chr1:150550697-150550989	0.445205479452054795
chr1:150551296-150552028	0.687158469945355191
chr1:155870156-155870431	0.425454545454545455
chr1:155874079-155874315	0.449152542372881356
chr1:155874499-155874617	0.415254237288135593
chr1:155880218-155880317	0.424242424242424242
chr1:155880424-155880617	0.544041450777202073
chr1:155880646-155880698	0.519230769230769231
chr1:156785599-156785652	0.52830188679245283
chr1:156811850-156812007	0.579617834394904459
chr1:156830648-156830960	0.740384615384615385
chr1:156834123-156834242	0.613445378151260504
chr1:156834497-156834613	0.620689655172413793
chr1:156836679-156836792	0.592920353982300885
chr1:156837873-156838063	0.663157894736842105
chr1:156838274-156838461	0.684491978609625668
chr1:156841392-156841569	0.593220338983050847
chr1:156841547-156843424	0.458710708577517315
chr1:156843402-156843773	0.628032345013477089
chr1:156844152-156844214	0.645161290322580645
chr1:156844192-156844362	0.623529411764705882
chr1:156844340-156844440	0.52
chr1:156844418-156844697	0.587813620071684588
chr1:156844675-156844822	0.591836734693877551
chr1:156844800-156845311	0.608610567514677104
chr1:156845289-156845480	0.602094240837696335
chr1:156845458-156845871	0.605326876513317191
chr1:156845849-156846024	0.634285714285714286
chr1:156846169-156846386	0.645161290322580645
chr1:156848891-156849176	0.596491228070175439
chr1:156849768-156849971	0.645320197044334975
chr1:156851226-156851456	0.682608695652173913
chr1:158581031-158581201	0.470588235294117647
chr1:158582584-158582773	0.470899470899470899
chr1:158583488-158583679	0.465968586387434555
chr1:158584020-158584118	0.295918367346938776
chr1:158584983-158585215	0.512931034482758621
chr1:158587304-158587400	0.333333333333333333
chr1:158587806-158587868	0.451612903225806452
chr1:158588989-158589146	0.471337579617834395
chr1:158589937-158590278	0.483870967741935484
chr1:158592750-158593004	0.488188976377952756
chr1:158595913-158596034	0.413223140495867769
chr1:158596606-158596819	0.460093896713615023
chr1:158597392-158597535	0.41958041958041958
chr1:158604310-158604487	0.440677966101694915
chr1:158605680-158605846	0.536144578313253012
chr1:158606408-158606573	0.50303030303030303
chr1:158607800-158608053	0.438735177865612648
chr1:158609349-158609498	0.483221476510067114
chr1:158609637-158609819	0.489010989010989011
chr1:158612178-158612354	0.482954545454545455
chr1:158612581-158612788	0.468599033816425121
chr1:158613089-158613237	0.439189189189189189
chr1:158614020-158614208	0.452127659574468085
chr1:158614955-158615197	0.495867768595041322
chr1:158615262-158615406	0.458333333333333333
chr1:158617306-158617532	0.553097345132743363
chr1:158618276-158618465	0.518518518518518519
chr1:158619623-158619759	0.448529411764705882
chr1:158621134-158621280	0.438356164383561644
chr1:158622234-158622465	0.441558441558441558
chr1:158623041-158623237	0.566326530612244898
chr1:158624378-158624560	0.478021978021978022
chr1:158626331-158626468	0.430656934306569343
chr1:158627244-158627506	0.465648854961832061
chr1:158631054-158631221	0.419161676646706587
chr1:158632469-158632757	0.475694444444444444
chr1:158636083-158636309	0.530973451327433628
chr1:158637625-158637874	0.441767068273092369
chr1:158639175-158639375	0.45
chr1:158639476-158639598	0.393442622950819672
chr1:158641110-158641265	0.470967741935483871
chr1:158641826-158642008	0.483516483516483516
chr1:158644096-158644242	0.424657534246575342
chr1:158644307-158644487	0.488888888888888889
chr1:158645908-158646107	0.472361809045226131
chr1:158647457-158647646	0.470899470899470899
chr1:158648168-158648346	0.466292134831460674
chr1:158650350-158650541	0.471204188481675393
chr1:158651294-158651479	0.513513513513513514
chr1:158653138-158653308	0.411764705882352941
chr1:158654875-158655159	0.454225352112676056
chr1:158656261-158656329	0.352941176470588235
chr1:160786641-160786730	0.449438202247191011
chr1:161284173-161284237	0.609375
chr1:161293381-161293482	0.445544554455445545
chr1:161298163-161298309	0.452054794520547945
chr1:161310361-161310467	0.452830188679245283
chr1:161326444-161326652	0.480769230769230769
chr1:161332096-161332352	0.43359375
chr1:162688831-162688957	0.460317460317460317
chr1:162722862-162723009	0.489795918367346939
chr1:162724391-162724667	0.547101449275362319
chr1:162724923-162725115	0.5
chr1:162725431-162725581	0.446666666666666667
chr1:162729563-162729791	0.543859649122807018
chr1:162730978-162731266	0.503472222222222222
chr1:162735768-162735875	0.439252336448598131
chr1:162736996-162737171	0.502857142857142857
chr1:162740069-162740324	0.521568627450980392
chr1:162741791-162742059	0.555970149253731343
chr1:162743236-162743408	0.447674418604651163
chr1:162745419-162745655	0.449152542372881356
chr1:162745903-162746182	0.455197132616487455
chr1:162748347-162748541	0.443298969072164948
chr1:162749879-162750058	0.486033519553072626
chr1:162810808-162810849	0.512195121951219512
chr1:175914266-175914328	0.387096774193548387
chr1:175916308-175916397	0.38202247191011236
chr1:175956056-175956261	0.336585365853658537
chr1:175957401-175957570	0.408284023668639053
chr1:175958475-175958637	0.388888888888888889
chr1:175996685-175996846	0.440993788819875776
chr1:176012299-176012425	0.412698412698412698
chr1:176012823-176012976	0.379084967320261438
chr1:176015294-176015482	0.351063829787234043
chr1:176050265-176050445	0.344444444444444444
chr1:176054889-176055048	0.358490566037735849
chr1:176069380-176069497	0.606837606837606838
chr1:176085737-176085839	0.372549019607843137
chr1:176104123-176104244	0.396694214876033058
chr1:176105601-176105705	0.384615384615384615
chr1:176118119-176118232	0.309734513274336283
chr1:176131982-176132146	0.378048780487804878
chr1:176132928-176133049	0.33884297520661157
chr1:176145023-176145165	0.366197183098591549
chr1:176153746-176153850	0.326923076923076923
chr1:176175685-176176136	0.716186252771618625
chr1:179076830-179078598	0.541289592760180995
chr1:179079394-179079612	0.527522935779816514
chr1:179079917-179080002	0.458823529411764706
chr1:179081421-179081555	0.432835820895522388
chr1:179083990-179084187	0.401015228426395939
chr1:179086444-179086673	0.436681222707423581
chr1:179087699-179087921	0.427927927927927928
chr1:179089302-179089431	0.410852713178294574
chr1:179090707-179091024	0.485804416403785489
chr1:179095489-179095829	0.529411764705882353
chr1:179100423-179100638	0.465116279069767442
chr1:179102424-179102531	0.448598130841121495
chr1:179112045-179112201	0.480769230769230769
chr1:179198353-179198554	0.7263681592039801
chr1:193091308-193091483	0.571428571428571429
chr1:193094219-193094369	0.38
chr1:193099281-193099395	0.32456140350877193
chr1:193104498-193104605	0.392523364485981308
chr1:193104644-193104741	0.329896907216494845
chr1:193107192-193107325	0.413533834586466165
chr1:193110957-193111218	0.363984674329501916
chr1:193116974-193117117	0.384615384615384615
chr1:193119411-193119534	0.382113821138211382
chr1:193121487-193121596	0.376146788990825688
chr1:193172902-193173004	0.450980392156862745
chr1:193181172-193181252	0.3625
chr1:193181497-193181629	0.348484848484848485
chr1:193202100-193202306	0.373786407766990291
chr1:193205363-193205508	0.448275862068965517
chr1:193218837-193219023	0.392473118279569892
chr1:193219783-193219864	0.345679012345679012
chr1:194878327-194878368	0.243902439024390244
chr1:204393957-204394190	0.600858369098712446
chr1:204394718-204394891	0.473988439306358382
chr1:204396753-204396904	0.523178807947019868
chr1:204397244-204397370	0.531746031746031746
chr1:204399026-204399188	0.679012345679012346
chr1:204400774-204400943	0.502958579881656805
chr1:204401305-204401551	0.491869918699186992
chr1:204402421-204402575	0.493506493506493506
chr1:204402898-204403099	0.562189054726368159
chr1:204403544-204403758	0.537383177570093458
chr1:204408040-204408221	0.596685082872928177
chr1:204409297-204409471	0.597701149425287356
chr1:204410576-204410713	0.474452554744525547
chr1:204411631-204411783	0.592105263157894737
chr1:204412522-204412747	0.604444444444444444
chr1:204413173-204413312	0.482014388489208633
chr1:204413436-204413574	0.601449275362318841
chr1:204415061-204415294	0.600858369098712446
chr1:204416541-204416728	0.566844919786096257
chr1:204418290-204418446	0.576923076923076923
chr1:204418955-204419167	0.608490566037735849
chr1:204423774-204423941	0.562874251497005988
chr1:204424961-204425201	0.616666666666666667
chr1:204426142-204426220	0.512820512820512821
chr1:204426833-204427024	0.623036649214659686
chr1:204428983-204429091	0.574074074074074074
chr1:204429429-204429553	0.524193548387096774
chr1:204429655-204429811	0.557692307692307692
chr1:204433117-204433282	0.545454545454545455
chr1:204433555-204433754	0.522613065326633166
chr1:204434324-204434469	0.503448275862068966
chr1:204437975-204438952	0.581371545547594678
chr1:204485484-204485667	0.661202185792349727
chr1:204486775-204486915	0.535714285714285714
chr1:204487775-204487915	0.528571428571428571
chr1:204488775-204488915	0.542857142857142857
chr1:204489775-204489915	0.457142857142857143
chr1:204490006-204490145	0.309352517985611511
chr1:204490275-204490415	0.314285714285714286
chr1:204491275-204491415	0.521428571428571429
chr1:204494275-204494415	0.428571428571428571
chr1:204494624-204494746	0.409836065573770492
chr1:204494875-204495014	0.438848920863309353
chr1:204495465-204495584	0.36134453781512605
chr1:204499789-204499967	0.443820224719101124
chr1:204500075-204500215	0.407142857142857143
chr1:204501296-204501396	0.36
chr1:204501504-204501644	0.321428571428571429
chr1:204504006-204504145	0.381294964028776978
chr1:204505275-204505415	0.5
chr1:204506535-204506647	0.446428571428571429
chr1:204507314-204507458	0.423611111111111111
chr1:204511586-204511725	0.309352517985611511
chr1:204511889-204512094	0.385365853658536585
chr1:204512202-204512341	0.395683453237410072
chr1:204512702-204512841	0.438848920863309353
chr1:204513202-204513341	0.359712230215827338
chr1:204513640-204513834	0.360824742268041237
chr1:204513942-204514082	0.378571428571428571
chr1:204514942-204515082	0.385714285714285714
chr1:204515902-204516027	0.408
chr1:204517135-204517275	0.385714285714285714
chr1:204518218-204518832	0.415309446254071661
chr1:204518909-204519092	0.349726775956284153
chr1:204523178-204523362	0.315217391304347826
chr1:204524909-204525092	0.420765027322404372
chr1:204525178-204525362	0.32608695652173913
chr1:204526178-204526362	0.429347826086956522
chr1:206646548-206646679	0.618320610687022901
chr1:206647651-206647836	0.578378378378378378
chr1:206648185-206648359	0.632183908045977012
chr1:206649501-206649727	0.619469026548672566
chr1:206649998-206650203	0.595121951219512195
chr1:206651069-206651228	0.679245283018867925
chr1:206651480-206651704	0.611607142857142857
chr1:206652263-206652498	0.629787234042553192
chr1:206653190-206653299	0.605504587155963303
chr1:206653342-206653478	0.639705882352941176
chr1:206653767-206653898	0.618320610687022901
chr1:206658311-206658431	0.591666666666666667
chr1:206658508-206658665	0.566878980891719745
chr1:206661228-206661349	0.537190082644628099
chr1:206664129-206664213	0.547619047619047619
chr1:206664958-206665104	0.520547945205479452
chr1:206666333-206666474	0.581560283687943262
chr1:206666576-206666733	0.598726114649681529
chr1:206667230-206667346	0.56896551724137931
chr1:206669422-206669500	0.512820512820512821
chr1:206941958-206942095	0.423357664233576642
chr1:206943151-206943261	0.472727272727272727
chr1:206944229-206944426	0.543147208121827411
chr1:206944678-206944782	0.5
chr1:206945593-206945802	0.555023923444976077
chr1:226252030-226252202	0.494186046511627907
chr1:226253334-226253622	0.434027777777777778
chr1:226259029-226259202	0.456647398843930636
chr1:226549138-226549264	0.420634920634920635
chr1:226549647-226549806	0.440251572327044025
chr1:226550777-226550883	0.433962264150943396
